2017 TOPPS BASEBALL UPDATE SERIES,,,,
BASE,,,,
MVPR-RCA,Rod Carew,Minnesota Twins,
MVPR-JBA,Jeff Bagwell,Houston Astros,
MVPR-DM,Don Mattingly,New York Yankees,
MVPR-RH,Rickey Henderson,Oakland Athletics,
MVPR-BH,Bryce Harper,Washington Nationals,
MVPR-KB,Kris Bryant,Chicago Cubs,
MVPR-CK,Clayton Kershaw,Los Angeles Dodgers,
MVPR-BP,Buster Posey,San Francisco Giants,
MVPR-FT,Frank Thomas,Chicago White Sox,
MVPR-CJ,Chipper Jones,Atlanta Braves,

MVPR-MTO,Mike Trout,Angels,
HANK AARON AWARD CARDS AUTOGRAPH PARALLEL,,,
HA-MT,Mike Trout,Angels,
HA-DJT,Derek Jeter,New York Yankees,
HA-DJE,Derek Jeter,,
HA-JV,Joey Votto,Cincinnati Reds,
HA-BP,Buster Posey,San Francisco Giants,
HA-KB,Kris Bryant,Chicago Cubs,
HA-BH,Bryce Harper,Washington Nationals,
HA-PG,Paul Goldschmidt,Arizona Diamondbacks,
HA-DO,David Ortiz,Boston Red Sox,
AUTOGRAPH,,,
TOPPS SALUTE AUTOGRAPH CARDS,,,
SA-AB,Andrew Benintendi,Boston Red Sox,Rookie
SA-ABE,Andrew Benintendi,Boston Red Sox,Rookie
SA-ABR,Alex Bregman,Houston Astros,Rookie
SA-AG,Amir Garrett,Cincinnati Reds,Rookie
SA-AJ,Aaron Judge,New York Yankees,Rookie
SA-ARI,Anthony Rizzo,Chicago Cubs,
SA-AS,Antonio Senzatela,Colorado Rockies,Rookie
SA-BHM,Billy Hamilton,Cincinnati Reds,
SA-BHR,Bryce Harper,Washington Nationals,
SA-BZ,Bradley Zimmer,Cleveland Indians,Rookie
SA-CA,Christian Arroyo,San Francisco Giants,Rookie
SA-CB,Cody Bellinger,Los Angeles Dodgers,Rookie
SA-CK,Clayton Kershaw,Los Angeles Dodgers,
SA-CS,Chris Sale,Boston Red Sox,
SA-CSE,Corey Seager,Los Angeles Dodgers,
SA-DR,Daniel Robertson,Tampa Bay Rays,Rookie
SA-FL,Francisco Lindor,Cleveland Indians,
SA-GS,George Springer,Houston Astros,
SA-IH,Ian Happ,Chicago Cubs,Rookie
SA-JA,Jose Altuve,Houston Astros,
SA-JBZ,Javier Baez,Chicago Cubs,
SA-JH,Jeff Hoffman,Colorado Rockies,Rookie
SA-JJ,Joe Jimenez,Detroit Tigers,Rookie
SA-JM,Jordan Montgomery,New York Yankees,Rookie
SA-JR,Josh Reddick,Houston Astros,
SA-JW,Jesse Winker,Cincinnati Reds,Rookie
SA-KM,Kendrys Morales,Toronto Blue Jays,
SA-LB,Lewis Brinson,Milwaukee Brewers,Rookie
SA-MHN,Mitch Haniger,Seattle Mariners,Rookie
SA-MMA,Manny Machado,Baltimore Orioles,
SA-MMR,Manny Margot,San Diego Padres,Rookie
SA-MP,Michael Pineda,New York Yankees,
SA-MTO,Mike Trout,Angels,
SA-RG,Randal Grichuk,St. Louis Cardinals,
SA-SM,Starling Marte,Pittsburgh Pirates,
SA-SN,Sean Newcomb,Atlanta Braves,Rookie
1987 ROOKIES AND TRADES AUTOGRAPH VARIATION,,,
87A-AA,Anthony Alford,Toronto Blue Jays,Rookie
87A-ABE,Andrew Benintendi,Boston Red Sox,Rookie
87A-ABR,Alex Bregman,Houston Astros,Rookie
87A-AG,Amir Garrett,Cincinnati Reds,Rookie
87A-AJ,Aaron Judge,New York Yankees,Rookie
87A-AS,Antonio Senzatela,Colorado Rockies,Rookie
87A-BH,Bryce Harper,Washington Nationals,
87A-BPH,Brett Phillips,Milwaukee Brewers,Rookie
87A-BZ,Bradley Zimmer,Cleveland Indians,Rookie
87A-CA,Christian Arroyo,San Francisco Giants,Rookie
87A-CB,Cody Bellinger,Los Angeles Dodgers,Rookie
87A-CE,Carl Edwards Jr.,Chicago Cubs,Rookie
87A-CSA,Chris Sale,Boston Red Sox,
87A-CSE,Corey Seager,Los Angeles Dodgers,
87A-DL,Dinelson Lamet,San Diego Padres,Rookie
87A-EE,Edwin Encarnacion,Cleveland Indians,
87A-ERS,Eddie Rosario,Minnesota Twins,
87A-ET,Eric Thames,Milwaukee Brewers,
87A-FB,Franklin Barreto,Oakland Athletics,Rookie
87A-IH,Ian Happ,Chicago Cubs,Rookie
87A-JBN,Jorge Bonifacio,Kansas City Royals,Rookie
87A-JJ,Joe Jimenez,Detroit Tigers,Rookie
87A-JM,Jordan Montgomery,New York Yankees,Rookie
87A-JW,Jesse Winker,Cincinnati Reds,Rookie
87A-KB,Kris Bryant,Chicago Cubs,
87A-KD,Khris Davis,Oakland Athletics,
87A-KGL,Koda Glover,Washington Nationals,Rookie
87A-LB,Lewis Brinson,Milwaukee Brewers,Rookie
87A-MS,Magneuris Sierra,St. Louis Cardinals,Rookie
87A-MT,Mike Trout,Angels,
87A-NS,Noah Syndergaard,New York Mets,

87A-PD,Paul DeJong,St. Louis Cardinals,,Rookie
87A-PV,Pat Valaika,Colorado Rockies,,Rookie
87A-RSE,Rob Segedin,Los Angeles Dodgers,,Rookie
87A-SN,Sean Newcomb,Atlanta Braves,,Rookie
87A-ST,Sam Travis,Boston Red Sox,,Rookie
87A-YM,Yoan Moncada,Chicago White Sox,,Rookie
MLB NETWORK AUTOGRAPH PARALLEL,,,,
MLBN-8,Christopher Russo,MLB,Network,
MLBN-12,Tom Verducci,MLB,Network,
MLBN-13,Joel Sherman,MLB,Network,
MLBN-21,Matt Yallof,MLB,Network,
MLBN-23,Paul Severino,MLB,Network,
MLBN-26,Scott Braun,MLB,Network,
MLBN-28,Heidi Watney,MLB,Network,
MLBN-30,Ken Rosenthal,MLB,Network,
