2018 TOPPS BASEBALL SERIES 1 CHECKLIST,,,
BASE,,,
TS-49,Eric Thames,Milwaukee BrewersTM
TS-50,Kyle Seager,Seattle MarinersTM
TS-51,Michael Fulmer,Detroit Tigers®
TS-52,Joe Panik,San Francisco Giants®
TS-53,Jean Segura,Seattle MarinersTM
TS-54,Aledmys Diaz,St. Louis Cardinals®
TS-55,Kevin Kiermaier,Tampa Bay RaysTM
TS-56,Keon Broxton,Milwaukee BrewersTM
TS-57,Bradley Zimmer,Cleveland Indians®
TS-58,Christian Arroyo,San Francisco Giants®
TS-59,Mike Trout,Angels®

TS-60,Daniel Murphy,Washington Nationals®,
TS-61,Alex Bregman,Houston Astros®,
TS-62,Andrew Benintendi,Boston Red Sox®,
TS-63,Luis Severino,New York Yankees®,
TS-64,Didi Gregorius,New York Yankees®,
TS-65,Dellin Betances,New York Yankees®,
TS-66,Hunter Renfroe,San Diego PadresTM,
TS-67,Jose Berrios,Minnesota Twins®,
TS-68,Ken Giles,Houston Astros®,
TS-69,Dansby Swanson,Atlanta BravesTM,
TS-70,Ian Happ,Chicago Cubs®,
TS-71,Rafael Devers,Boston Red Sox®,Rookie
TS-72,Amed Rosario,New York Mets®,Rookie
TS-73,Nick Williams,Philadelphia Phillies®,Rookie
TS-74,Ozzie Albies,Atlanta BravesTM,Rookie
TS-75,Clint Frazier,New York Yankees®,Rookie
TS-76,J.P. Crawford,Philadelphia Phillies®,Rookie
TS-77,Dominic Smith,New York Mets®,Rookie
TS-78,Rhys Hoskins,Philadelphia Phillies®,Rookie
TS-79,Ryan McMahon,Colorado RockiesTM,Rookie
TS-80,Alex Verdugo,Los Angeles Dodgers®,Rookie
TS-81,Willie Calhoun,Texas Rangers®,Rookie
TS-82,Victor Robles,Washington Nationals®,Rookie
TS-83,Walker Buehler,Los Angeles Dodgers®,Rookie
TS-84,Luiz Gohara,Atlanta BravesTM,Rookie
TS-85,Francisco Mejia,Cleveland Indians®,Rookie
TS-86,Jack Flaherty,St. Louis Cardinals®,Rookie
TS-87,Tyler Mahle,Cincinnati Reds®,Rookie
TS-88,J.D. Davis,Houston Astros®,Rookie
TS-89,Lucas Sims,Atlanta BravesTM,Rookie
TS-90,Max Fried,Atlanta BravesTM,Rookie
TS-91,Brandon Woodruff,Milwaukee BrewersTM,Rookie
TS-92,Nicky Delmonico,Chicago White Sox®,Rookie
TS-93,Harrison Bader,St. Louis Cardinals®,Rookie
TS-94,Miguel Andujar,New York Yankees®,Rookie
TS-95,Parker Bridwell,Angels®,Rookie
TS-96,Zack Granite,Minnesota Twins®,Rookie
TS-97,Andrew Stevenson,Washington Nationals®,Rookie
TS-98,Austin Hays,Baltimore Orioles®,Rookie
TS-99,Chance Sisco,Baltimore Orioles®,Rookie
TS-100,Sandy Alcantara,St. Louis Cardinals®,Rookie
SUPERSTAR,SENSATIONS,,
SSS-1,Mike Trout,Angels®,
SSS-2,Jose Altuve,Houston Astros®,
SSS-3,Josh Donaldson,Toronto Blue Jays®,
SSS-4,Addison Russell,Chicago Cubs®,
SSS-5,Carlos Correa,Houston Astros®,
SSS-6,Corey Seager,Los Angeles Dodgers®,
SSS-7,Jose Bautista,Toronto Blue Jays®,
SSS-8,Wil Myers,San Diego PadresTM,
SSS-9,Manny Machado,Baltimore Orioles®,

SSS-10,Trea Turner,Washington Nationals®,
SSS-11,Yu Darvish,Los Angeles Dodgers®,
SSS-12,Clayton Kershaw,Los Angeles Dodgers®,
SSS-13,Miguel Sano,Minnesota Twins®,
SSS-14,Nelson Cruz,Seattle MarinersTM,
SSS-15,Chris Sale,Boston Red Sox®,
SSS-16,Yoan Moncada,Chicago White Sox®,Rookie
SSS-17,Miguel Cabrera,Detroit Tigers®,
SSS-18,Felix Hernandez,Seattle MarinersTM,
SSS-19,Freddie Freeman,Atlanta BravesTM,
SSS-20,Noah Syndergaard,New York Mets®,
SSS-21,Adam Jones,Baltimore Orioles®,
SSS-22,Gary Sanchez,New York Yankees®,
SSS-23,Nolan Arenado,Colorado RockiesTM,
SSS-24,Evan Longoria,Tampa Bay RaysTM,
SSS-25,Max Scherzer,Washington Nationals®,
SSS-26,Justin Verlander,Houston Astros®,
SSS-27,Andrew Benintendi,Boston Red Sox®,
SSS-28,Khris Davis,Oakland AthleticsTM,
SSS-29,Eric Hosmer,Kansas City Royals®,
SSS-30,Aaron Judge,New York Yankees®,
SSS-31,Bryce Harper,Washington Nationals®,
SSS-32,Yadier Molina,St. Louis Cardinals®,
